66230,10047,2020-02-01,"Lorem ipsum dolor sit amet
92950,10047,2019-05-18,"Lorem ipsum dolor sit amet
5749,10048,2018-06-19,Lorem ipsum dolor sit am
50499,10048,2017-10-25,
67924,10048,2021-05-31,"Lorem ipsum dolor sit amet
55273,10049,2022-03-17,
56159,10049,2014-11-23,"Lorem ipsum dolor sit amet
69647,10049,2014-07-18,"Lorem ipsum dolor sit amet
70525,10049,2015-01-18,
10075,10050,2019-10-28,
16720,10050,2019-08-09,
31574,10050,2020-02-19,
48761,10050,2019-12-01,
48815,10050,2019-12-20,"Lorem ipsum dolor sit amet
57984,10050,2018-05-18,"Lorem ipsum dolor sit amet
61061,10050,2017-12-17,"Lorem ipsum dolor sit amet
63216,10050,2014-11-16,
99018,10050,2017-12-20,"Lorem ipsum dolor sit amet
7790,10051,2015-01-12,"Lorem ipsum dolor sit amet
10224,10051,2019-11-29,Lorem ipsum dolor sit am
22311,10051,2017-02-20,"Lorem ipsum dolor sit amet
36140,10051,2014-12-31,"Lorem ipsum dolor sit amet
70995,10052,2017-12-02,Lorem ipsum dolor sit am
82524,10052,2022-03-25,"Lorem ipsum dolor sit amet
3325,10053,2019-12-03,Lorem ipsum dolor sit am
14035,10053,2014-11-13,
33953,10053,2018-08-03,"Lorem ipsum dolor sit amet
44720,10053,2019-06-06,Lorem ipsum dolor sit am
73716,10053,2015-01-12,"Lorem ipsum dolor sit amet
81717,10053,2021-07-15,
88338,10053,2017-12-25,"Lorem ipsum dolor sit amet
89322,10053,2019-05-12,"Lorem ipsum dolor sit amet
29326,10054,2017-04-02,"Lorem ipsum dolor sit amet
89005,10054,2018-07-28,"Lorem ipsum dolor sit amet
6502,10055,2019-08-28,
8503,10055,2017-11-06,Lorem ipsum dolor sit am
27644,10055,2022-06-06,"Lorem ipsum dolor sit amet
33572,10055,2018-04-21,Lorem ipsum dolor sit am
36837,10055,2017-12-17,"Lorem ipsum dolor sit amet
71466,10055,2018-06-05,"Lorem ipsum dolor sit amet
4053,10056,2015-01-12,"Lorem ipsum dolor sit amet
39871,10056,2020-11-21,"Lorem ipsum dolor sit amet
77093,10056,2015-01-12,"Lorem ipsum dolor sit amet
98727,10056,2017-04-08,Lorem ipsum dolor sit am
33232,10057,2018-02-13,
42449,10057,2014-11-27,
51715,10057,2019-05-27,"Lorem ipsum dolor sit amet
68615,10057,2021-12-10,Lorem ipsum dolor sit am
75279,10057,2019-05-13,"Lorem ipsum dolor sit amet
86498,10057,2019-12-28,"Lorem ipsum dolor sit amet
10241,10058,2019-12-04,"Lorem ipsum dolor sit amet
39051,10058,2020-04-18,"Lorem ipsum dolor sit amet
53270,10058,2020-09-01,"Lorem ipsum dolor sit amet
22864,10059,2018-03-05,
35575,10059,2014-12-22,"Lorem ipsum dolor sit amet
28219,10060,2014-11-09,
33087,10060,2017-12-08,"Lorem ipsum dolor sit amet
59274,10060,2019-11-30,"Lorem ipsum dolor sit amet
13243,10061,2022-03-31,"Lorem ipsum dolor sit amet
37192,10061,2018-05-03,
43005,10061,2015-01-11,Lorem ipsum dolor sit am
64224,10061,2017-03-31,Lorem ipsum dolor sit am
58628,10062,2019-06-08,"Lorem ipsum dolor sit amet
94612,10062,2020-09-05,"Lorem ipsum dolor sit amet
615,10063,2015-01-10,"Lorem ipsum dolor sit amet
30704,10063,2019-06-08,"Lorem ipsum dolor sit amet
51904,10063,2019-07-20,"Lorem ipsum dolor sit amet
72051,10063,2019-07-19,Lorem ipsum dolor sit am
92327,10063,2018-05-10,"Lorem ipsum dolor sit amet
12699,10064,2021-11-06,Lorem ipsum dolor sit am
26831,10064,2021-10-02,"Lorem ipsum dolor sit amet
38451,10064,2019-10-23,Lorem ipsum dolor sit am
53494,10064,2020-11-03,Lorem ipsum dolor sit am
55556,10064,2022-05-23,"Lorem ipsum dolor sit amet
74614,10064,2018-03-23,"Lorem ipsum dolor sit amet
25335,10065,2020-08-02,
31950,10065,2014-12-26,"Lorem ipsum dolor sit amet
13559,10066,2022-07-06,"Lorem ipsum dolor sit amet
26097,10066,2021-03-25,Lorem ipsum dolor sit am
47613,10066,2018-05-29,Lorem ipsum dolor sit am
99287,10066,2018-04-12,
99454,10066,2018-06-04,Lorem ipsum dolor sit am
9216,10067,2018-07-15,Lorem ipsum dolor sit am
25774,10067,2020-12-12,"Lorem ipsum dolor sit amet
44101,10067,2018-04-28,Lorem ipsum dolor sit am
93166,10067,2019-07-25,"Lorem ipsum dolor sit amet
48535,10068,2019-09-25,"Lorem ipsum dolor sit amet
69752,10068,2014-11-15,"Lorem ipsum dolor sit amet
35902,10069,2014-12-30,"Lorem ipsum dolor sit amet
68096,10069,2021-07-26,
86055,10069,2019-08-16,"Lorem ipsum dolor sit amet
11925,10070,2021-03-16,"Lorem ipsum dolor sit amet
13903,10070,2014-07-19,"Lorem ipsum dolor sit amet
33627,10070,2018-05-09,"Lorem ipsum dolor sit amet
95368,10070,2021-03-17,
19793,10071,2018-07-20,"Lorem ipsum dolor sit amet
50196,10071,2017-02-16,Lorem ipsum dolor sit am
70465,10071,2014-12-30,
73383,10071,2015-01-12,"Lorem ipsum dolor sit amet
79058,10071,2019-08-01,
14133,10072,2014-12-14,"Lorem ipsum dolor sit amet
55099,10072,2022-01-20,"Lorem ipsum dolor sit amet
81635,10072,2021-06-17,"Lorem ipsum dolor sit amet
20391,10073,2019-07-31,Lorem ipsum dolor sit am
1107,10074,2017-02-08,"Lorem ipsum dolor sit amet
30348,10074,2018-08-14,
31792,10074,2014-11-09,
45352,10074,2019-11-20,Lorem ipsum dolor sit am
59939,10074,2014-12-08,"Lorem ipsum dolor sit amet
15329,10075,2017-11-24,"Lorem ipsum dolor sit amet
40600,10075,2021-06-10,Lorem ipsum dolor sit am
42370,10075,2014-10-30,Lorem ipsum dolor sit am
58955,10075,2019-09-04,
65793,10075,2019-09-30,"Lorem ipsum dolor sit amet
90023,10075,2019-11-19,"Lorem ipsum dolor sit amet
91535,10075,2017-02-22,"Lorem ipsum dolor sit amet
30573,10076,2019-05-03,"Lorem ipsum dolor sit amet
50665,10076,2017-12-02,"Lorem ipsum dolor sit amet
64477,10076,2017-12-17,Lorem ipsum dolor sit am
67252,10076,2020-12-09,"Lorem ipsum dolor sit amet
88864,10076,2018-06-28,
22727,10077,2017-12-23,
67588,10077,2021-03-10,Lorem ipsum dolor sit am
80922,10077,2020-11-30,"Lorem ipsum dolor sit amet
87933,10077,2017-03-10,"Lorem ipsum dolor sit amet
18543,10078,2015-01-10,"Lorem ipsum dolor sit amet
25681,10078,2020-11-17,"Lorem ipsum dolor sit amet
38463,10078,2019-10-26,
38648,10078,2019-12-18,
58781,10078,2019-07-24,Lorem ipsum dolor sit am
64088,10078,2017-02-11,"Lorem ipsum dolor sit amet
26522,10079,2021-07-16,"Lorem ipsum dolor sit amet
40198,10079,2021-02-18,
42880,10079,2014-12-31,"Lorem ipsum dolor sit amet
55538,10079,2022-05-19,
57042,10079,2017-02-07,"Lorem ipsum dolor sit amet
80948,10079,2020-12-07,"Lorem ipsum dolor sit amet
4213,10080,2015-01-11,"Lorem ipsum dolor sit amet
23535,10080,2019-04-04,"Lorem ipsum dolor sit amet
27959,10080,2022-08-24,"Lorem ipsum dolor sit amet
41683,10080,2022-04-28,"Lorem ipsum dolor sit amet
47437,10080,2018-04-09,"Lorem ipsum dolor sit amet
60540,10080,2015-01-11,"Lorem ipsum dolor sit amet
68762,10080,2022-02-02,"Lorem ipsum dolor sit amet
79573,10080,2019-12-07,Lorem ipsum dolor sit am
6750,10081,2019-10-31,"Lorem ipsum dolor sit amet
94733,10081,2020-09-29,
5277,10082,2018-02-12,
9953,10082,2019-09-20,"Lorem ipsum dolor sit amet
30444,10083,2019-04-03,"Lorem ipsum dolor sit amet
37132,10083,2018-04-15,"Lorem ipsum dolor sit amet
61342,10083,2018-03-28,
7252,10084,2014-08-21,Lorem ipsum dolor sit am
28249,10084,2014-11-16,Lorem ipsum dolor sit am
1349,10085,2017-10-23,Lorem ipsum dolor sit am
3474,10085,2020-01-25,
18418,10085,2015-01-12,"Lorem ipsum dolor sit amet
51913,10085,2019-07-23,"Lorem ipsum dolor sit amet
97484,10085,2014-07-18,"Lorem ipsum dolor sit amet
24071,10086,2019-08-26,"Lorem ipsum dolor sit amet
29887,10086,2018-04-05,"Lorem ipsum dolor sit amet
38367,10086,2019-09-24,"Lorem ipsum dolor sit amet
33664,10087,2018-05-18,
67441,10087,2021-01-26,Lorem ipsum dolor sit am
88805,10087,2018-06-07,"Lorem ipsum dolor sit amet
93658,10087,2019-12-07,Lorem ipsum dolor sit am
40945,10088,2021-09-10,Lorem ipsum dolor sit am
44455,10088,2019-03-14,
47726,10088,2018-06-23,
49602,10088,2015-01-10,"Lorem ipsum dolor sit amet
85803,10088,2019-06-07,"Lorem ipsum dolor sit amet
98948,10088,2017-11-29,
5726,10089,2018-06-10,Lorem ipsum dolor sit am
38925,10089,2020-03-09,Lorem ipsum dolor sit am
43087,10089,2015-01-10,"Lorem ipsum dolor sit amet
50304,10089,2017-03-14,"Lorem ipsum dolor sit amet
66238,10089,2020-02-08,"Lorem ipsum dolor sit amet
77800,10089,2017-11-29,"Lorem ipsum dolor sit amet
7937,10090,2015-01-11,Lorem ipsum dolor sit am
15215,10090,2017-10-20,"Lorem ipsum dolor sit amet
21522,10090,2014-12-28,Lorem ipsum dolor sit am
56295,10090,2014-12-31,
85243,10090,2018-06-05,"Lorem ipsum dolor sit amet
16152,10091,2018-08-02,"Lorem ipsum dolor sit amet
25745,10091,2020-12-07,Lorem ipsum dolor sit am
34473,10091,2019-07-31,"Lorem ipsum dolor sit amet
36691,10091,2017-11-11,Lorem ipsum dolor sit am
52743,10091,2020-03-30,Lorem ipsum dolor sit am
43372,10092,2017-03-17,Lorem ipsum dolor sit am
47237,10092,2018-02-12,"Lorem ipsum dolor sit amet
48946,10092,2020-01-28,"Lorem ipsum dolor sit amet
83778,10092,2014-12-31,"Lorem ipsum dolor sit amet
95740,10092,2021-06-27,"Lorem ipsum dolor sit amet
12918,10093,2022-01-01,"Lorem ipsum dolor sit amet
18426,10093,2015-01-11,"Lorem ipsum dolor sit amet
25673,10093,2020-11-14,"Lorem ipsum dolor sit amet
46150,10093,2015-01-12,"Lorem ipsum dolor sit amet
62038,10093,2019-05-20,"Lorem ipsum dolor sit amet
84811,10093,2018-02-16,Lorem ipsum dolor sit am
31481,10094,2020-01-27,"Lorem ipsum dolor sit amet
39815,10094,2020-11-11,
40624,10094,2021-06-14,"Lorem ipsum dolor sit amet
77230,10094,2015-01-12,
99384,10094,2018-05-10,
2751,10095,2019-06-30,
7271,10095,2014-07-20,
17938,10095,2014-12-24,Lorem ipsum dolor sit am
20675,10095,2019-10-26,"Lorem ipsum dolor sit amet
66027,10095,2019-12-02,"Lorem ipsum dolor sit amet
89846,10095,2019-10-01,Lorem ipsum dolor sit am
14167,10096,2014-12-23,
46017,10096,2015-01-11,Lorem ipsum dolor sit am
99315,10097,2018-04-19,
21378,10098,2014-11-14,
22695,10098,2017-12-15,
43766,10098,2017-12-29,"Lorem ipsum dolor sit amet
46146,10098,2015-01-11,"Lorem ipsum dolor sit amet
51762,10098,2019-06-16,"Lorem ipsum dolor sit amet
64751,10098,2018-03-25,"Lorem ipsum dolor sit amet
79608,10098,2019-12-16,
29964,10099,2018-04-27,Lorem ipsum dolor sit am
35647,10099,2014-12-30,"Lorem ipsum dolor sit amet
36650,10099,2017-04-17,"Lorem ipsum dolor sit amet
54687,10100,2021-10-12,"Lorem ipsum dolor sit amet
7132,10101,2020-02-29,"Lorem ipsum dolor sit amet
26874,10101,2021-10-16,
48146,10101,2019-05-25,"Lorem ipsum dolor sit amet
82396,10101,2022-02-09,"Lorem ipsum dolor sit amet
95750,10101,2021-06-29,"Lorem ipsum dolor sit amet
96241,10101,2021-11-12,
15899,10102,2018-05-25,
29039,10102,2014-12-31,"Lorem ipsum dolor sit amet
60362,10102,2014-12-30,"Lorem ipsum dolor sit amet
70725,10102,2017-03-14,Lorem ipsum dolor sit am
75495,10102,2019-07-21,
85802,10102,2019-06-06,"Lorem ipsum dolor sit amet
21197,10103,2014-08-20,"Lorem ipsum dolor sit amet
30230,10103,2018-07-05,"Lorem ipsum dolor sit amet
92622,10103,2018-07-18,"Lorem ipsum dolor sit amet
16369,10104,2019-05-01,"Lorem ipsum dolor sit amet
77201,10104,2015-01-12,"Lorem ipsum dolor sit amet
81993,10104,2021-09-30,"Lorem ipsum dolor sit amet
1912,10105,2018-04-29,"Lorem ipsum dolor sit amet
37347,10105,2018-06-07,"Lorem ipsum dolor sit amet
3947,10106,2014-12-14,
6849,10106,2019-11-28,
31659,10106,2014-07-16,"Lorem ipsum dolor sit amet
63595,10106,2015-01-10,"Lorem ipsum dolor sit amet
97300,10106,2022-08-18,"Lorem ipsum dolor sit amet
10759,10107,2020-04-23,
18349,10107,2014-12-31,
39354,10107,2020-07-07,Lorem ipsum dolor sit am
68485,10107,2021-11-07,"Lorem ipsum dolor sit amet
87063,10107,2014-12-25,"Lorem ipsum dolor sit amet
91591,10107,2017-03-13,"Lorem ipsum dolor sit amet
29123,10108,2015-01-25,"Lorem ipsum dolor sit amet
43828,10108,2018-02-26,"Lorem ipsum dolor sit amet
90365,10108,2020-02-08,Lorem ipsum dolor sit am
6229,10109,2019-06-07,"Lorem ipsum dolor sit amet
38513,10109,2019-11-08,"Lorem ipsum dolor sit amet
83437,10110,2014-11-28,
61921,10111,2019-04-17,"Lorem ipsum dolor sit amet
91426,10111,2015-01-17,"Lorem ipsum dolor sit amet
97648,10111,2014-11-30,"Lorem ipsum dolor sit amet
32564,10112,2015-01-15,Lorem ipsum dolor sit am
89126,10112,2019-03-17,"Lorem ipsum dolor sit amet
22904,10113,2018-03-21,"Lorem ipsum dolor sit amet
48711,10113,2019-11-20,"Lorem ipsum dolor sit amet
52673,10113,2020-03-14,"Lorem ipsum dolor sit amet
55664,10113,2022-06-28,Lorem ipsum dolor sit am
99451,10113,2018-06-02,
7289,10114,2014-07-19,"Lorem ipsum dolor sit amet
8009,10114,2015-01-11,Lorem ipsum dolor sit am
63789,10114,2014-12-30,"Lorem ipsum dolor sit amet
83153,10114,2022-09-12,Lorem ipsum dolor sit am
93828,10114,2020-01-30,"Lorem ipsum dolor sit amet
38938,10115,2020-03-12,
46045,10115,2015-01-12,"Lorem ipsum dolor sit amet
1598,10116,2018-01-07,"Lorem ipsum dolor sit amet
44584,10116,2019-05-02,
51767,10116,2019-06-19,"Lorem ipsum dolor sit amet
62411,10116,2019-09-19,
93786,10116,2020-01-13,
6496,10117,2019-08-22,"Lorem ipsum dolor sit amet
52491,10117,2020-01-09,"Lorem ipsum dolor sit amet
10045,10118,2019-10-20,
12638,10118,2021-10-21,
19130,10118,2017-12-08,"Lorem ipsum dolor sit amet
42303,10118,2014-07-18,
85618,10118,2019-04-13,"Lorem ipsum dolor sit amet
12498,10119,2021-08-28,
15543,10119,2018-02-18,"Lorem ipsum dolor sit amet
31898,10119,2014-12-09,Lorem ipsum dolor sit am
36557,10119,2017-03-28,Lorem ipsum dolor sit am
72694,10119,2020-02-01,"Lorem ipsum dolor sit amet
81248,10119,2021-02-23,"Lorem ipsum dolor sit amet
87650,10119,2015-01-10,
97077,10119,2022-06-16,"Lorem ipsum dolor sit amet
1793,10120,2018-04-01,
2791,10120,2019-07-09,"Lorem ipsum dolor sit amet
14723,10120,2015-01-12,"Lorem ipsum dolor sit amet
66693,10120,2020-07-04,Lorem ipsum dolor sit am
73214,10120,2015-01-11,
96773,10120,2022-03-27,
8116,10121,2015-01-11,"Lorem ipsum dolor sit amet
76359,10121,2020-03-02,"Lorem ipsum dolor sit amet
41835,10122,2022-06-09,"Lorem ipsum dolor sit amet
45010,10122,2019-08-16,"Lorem ipsum dolor sit amet
74550,10122,2018-03-03,"Lorem ipsum dolor sit amet
82739,10122,2022-05-30,"Lorem ipsum dolor sit amet
87558,10122,2015-01-11,"Lorem ipsum dolor sit amet
36145,10123,2015-01-12,"Lorem ipsum dolor sit amet
40866,10123,2021-08-22,"Lorem ipsum dolor sit amet
57114,10123,2017-02-28,Lorem ipsum dolor sit am
63337,10123,2014-12-18,"Lorem ipsum dolor sit amet
96035,10123,2021-09-06,Lorem ipsum dolor sit am
2683,10124,2019-06-10,Lorem ipsum dolor sit am
48779,10124,2019-12-06,Lorem ipsum dolor sit am
13697,10125,2022-08-24,
14063,10125,2014-11-19,Lorem ipsum dolor sit am
25865,10125,2021-01-14,"Lorem ipsum dolor sit amet
56898,10125,2015-01-10,"Lorem ipsum dolor sit amet
89286,10125,2019-05-04,"Lorem ipsum dolor sit amet
16439,10126,2019-05-29,
24824,10126,2020-03-02,
25894,10126,2021-01-26,
54164,10126,2021-05-01,
55404,10126,2022-04-14,"Lorem ipsum dolor sit amet
92081,10126,2018-02-28,"Lorem ipsum dolor sit amet
29758,10127,2018-03-05,Lorem ipsum dolor sit am
30860,10127,2019-07-21,"Lorem ipsum dolor sit amet
49408,10127,2015-01-11,
59688,10127,2014-07-13,"Lorem ipsum dolor sit amet
66409,10127,2020-04-03,"Lorem ipsum dolor sit amet
86910,10127,2014-11-08,Lorem ipsum dolor sit am
31267,10128,2019-11-24,"Lorem ipsum dolor sit amet
40924,10128,2021-09-04,Lorem ipsum dolor sit am
55389,10128,2022-04-12,Lorem ipsum dolor sit am
65740,10128,2019-09-04,"Lorem ipsum dolor sit amet
74937,10128,2018-07-07,Lorem ipsum dolor sit am
86631,10128,2020-02-06,
14559,10129,2015-01-12,"Lorem ipsum dolor sit amet
24766,10129,2020-02-15,"Lorem ipsum dolor sit amet
56262,10129,2014-12-26,Lorem ipsum dolor sit am
